Time(ms), X(m), Y(m), Z(m), VX(m/s), VY(m/s), VZ(m/s), AX(m/s^2), AY(m/s^2), AZ(m/s^2), OX(degrees), OY(degrees), OZ(degrees), WX(degrees/s), WY(degrees/s), WZ(degrees/s)
49218.00,0.00,0.00,0.35,0.00,0.00,-2.81,0.00,0.00,1051.00,-0.00,0.00,0.00,0.00,0.00,-0.00
49226.00,0.00,0.00,0.44,0.00,0.00,11.14,0.00,0.00,1743.38,-0.00,0.00,0.00,0.00,0.00,-0.00
49232.00,0.00,0.00,0.41,0.00,0.00,-5.35,0.00,0.00,-2749.01,-0.00,0.00,0.00,-0.00,-0.00,0.00
49239.00,0.00,0.00,0.39,0.00,0.00,-2.61,0.00,0.00,392.14,-0.00,0.00,0.00,-0.00,-0.00,0.00
49245.00,0.00,0.00,0.34,0.00,0.00,-9.03,0.00,0.00,-1070.49,-0.00,0.00,0.00,-0.00,0.00,0.00
49263.00,0.00,0.00,0.46,0.00,0.00,6.82,0.00,0.00,880.39,-0.00,0.00,0.00,0.00,0.00,0.00
49271.00,0.00,0.00,0.27,0.00,0.00,-23.25,0.00,0.00,-3758.38,-0.00,0.00,0.00,0.00,0.00,0.00
49276.00,0.00,0.00,0.36,0.00,0.00,16.83,0.00,0.00,8016.07,-0.00,0.00,0.00,0.00,0.00,0.00
49283.00,0.00,0.00,0.25,0.00,0.00,-15.10,0.00,0.00,-4561.02,-0.00,0.00,0.00,0.00,-0.00,0.00
49291.00,0.00,0.00,0.35,0.00,0.00,12.48,0.00,0.00,3447.16,-0.00,0.00,0.00,0.00,0.00,0.00
49301.00,0.00,0.00,0.45,0.00,0.00,10.14,0.00,0.00,-233.58,-0.00,0.00,0.00,0.00,0.00,-0.00
49307.00,0.00,0.00,0.37,0.00,0.00,-14.51,0.00,0.00,-4109.22,-0.00,0.00,0.00,0.00,0.00,-0.00
49314.00,0.00,0.00,0.45,0.00,0.00,12.35,0.00,0.00,3837.78,-0.00,0.00,0.00,0.00,0.00,0.00
49323.00,0.00,0.00,0.38,0.00,0.00,-7.94,0.00,0.00,-2255.12,-0.00,0.00,0.00,0.00,0.00,0.00
49329.00,0.00,0.00,0.29,0.00,0.00,-14.82,0.00,0.00,-1145.38,-0.00,0.00,0.00,0.00,-0.00,0.00
49335.00,0.00,0.00,0.32,0.00,0.00,5.12,0.00,0.00,3321.92,-0.00,0.00,0.00,0.00,-0.00,0.00
49341.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,-852.56,-0.00,0.00,0.00,0.00,-0.00,0.00
49345.00,0.00,0.00,0.38,0.00,0.00,14.64,0.00,0.00,3659.29,-0.00,0.00,0.00,-0.00,-0.00,0.00
49353.00,0.00,0.00,0.32,0.00,0.00,-7.28,0.00,0.00,-2739.82,-0.00,0.00,0.00,0.00,-0.00,0.00
49370.00,0.00,0.00,0.42,0.00,0.00,5.82,0.00,0.00,770.79,-0.00,0.00,0.00,-0.00,0.00,0.00
49381.00,0.00,0.00,0.28,0.00,0.00,-13.28,0.00,0.00,-1736.84,-0.00,0.00,0.00,0.00,-0.00,0.00
49387.00,0.00,0.00,0.34,0.00,0.00,11.39,0.00,0.00,4112.63,-0.00,0.00,0.00,0.00,-0.00,0.00
49394.00,0.00,0.00,0.33,0.00,0.00,-1.84,0.00,0.00,-1889.81,-0.00,0.00,0.00,0.00,-0.00,0.00
49403.00,0.00,0.00,0.35,0.00,0.00,1.93,0.00,0.00,418.53,-0.00,0.00,0.00,0.00,0.01,0.00
49410.00,0.00,0.00,0.38,0.00,0.00,4.95,0.00,0.00,431.19,-0.00,0.00,0.00,-0.00,0.00,0.00
49416.00,0.00,0.00,0.44,0.00,0.00,8.58,0.00,0.00,605.26,-0.00,0.00,0.00,-0.00,0.00,0.00
49424.00,0.00,0.00,0.34,0.00,0.00,-11.55,0.00,0.00,-2516.29,-0.00,0.00,0.00,-0.00,-0.00,0.00
49429.00,0.00,0.00,0.38,0.00,0.00,7.51,0.00,0.00,3812.00,-0.00,0.00,0.00,0.00,0.00,0.00
49435.00,0.00,0.00,0.39,0.00,0.00,2.21,0.00,0.00,-883.24,-0.00,0.00,0.00,0.00,0.00,0.00
49444.00,0.00,0.00,0.43,0.00,0.00,3.71,0.00,0.00,167.09,-0.00,0.00,0.00,-0.00,-0.00,0.00
49456.00,0.00,0.00,0.36,0.00,0.00,-5.57,0.00,0.00,-773.60,-0.00,0.00,0.00,0.00,-0.00,0.00
49474.00,0.00,0.00,0.36,0.00,0.00,0.13,0.00,0.00,316.61,-0.00,0.00,0.00,0.00,0.00,0.00
49480.00,0.00,0.00,0.32,0.00,0.00,-7.58,0.00,0.00,-1285.63,-0.00,0.00,0.00,0.00,-0.00,0.00
49485.00,0.00,0.00,0.47,0.00,0.00,30.39,0.00,0.00,7594.50,-0.00,0.00,0.00,0.00,-0.00,0.00
49494.00,0.00,0.00,0.38,0.00,0.00,-10.37,0.00,0.00,-4529.23,-0.00,0.00,0.00,0.00,-0.00,-0.00
49502.00,0.00,0.00,0.34,0.00,0.00,-4.53,0.00,0.00,730.05,-0.00,0.00,0.00,0.00,0.01,0.00
49508.00,0.00,0.00,0.35,0.00,0.00,1.50,0.00,0.00,1006.17,-0.00,0.00,0.00,0.00,0.00,0.00
49514.00,0.00,0.00,0.44,0.00,0.00,14.76,0.00,0.00,2209.34,-0.00,0.00,0.00,0.00,0.00,0.00
49524.00,0.00,0.00,0.33,0.00,0.00,-10.55,0.00,0.00,-2530.85,-0.00,0.00,0.00,0.00,0.00,0.00
49529.00,0.00,0.00,0.36,0.00,0.00,6.01,0.00,0.00,3311.30,-0.00,0.00,0.00,0.00,-0.00,0.00
49540.00,0.00,0.00,0.37,0.00,0.00,1.14,0.00,0.00,-442.59,-0.00,0.00,0.00,0.00,0.00,-0.00
49547.00,0.00,0.00,0.39,0.00,0.00,2.20,0.00,0.00,150.97,-0.00,0.00,0.00,0.00,0.00,-0.00
49554.00,0.00,0.00,0.30,0.00,0.00,-12.10,0.00,0.00,-2041.90,-0.00,0.00,0.00,0.00,0.00,0.00
49572.00,0.00,0.00,0.32,0.00,0.00,0.67,0.00,0.00,709.49,-0.00,0.00,0.00,0.00,0.00,-0.00
49577.00,0.00,0.00,0.45,0.00,0.00,26.74,0.00,0.00,5212.67,-0.00,0.00,0.00,0.00,0.00,-0.00
49584.00,0.00,0.00,0.42,0.00,0.00,-4.68,0.00,0.00,-4488.43,-0.00,0.00,0.00,0.00,0.00,0.00
49593.00,0.00,0.00,0.41,0.00,0.00,-0.51,0.00,0.00,464.09,-0.00,0.00,0.00,0.00,0.00,-0.00
49600.00,0.00,0.00,0.25,0.00,0.00,-23.78,0.00,0.00,-3324.56,-0.00,0.00,0.00,0.00,-0.00,-0.00
49606.00,0.00,0.00,0.39,0.00,0.00,23.32,0.00,0.00,7848.83,-0.00,0.00,0.00,0.00,-0.00,0.00
49614.00,0.00,0.00,0.39,0.00,0.00,0.53,0.00,0.00,-2848.10,-0.00,0.00,0.00,0.00,-0.00,-0.00
49626.00,0.00,0.00,0.48,0.00,0.00,7.04,0.00,0.00,542.26,-0.00,0.00,0.00,-0.00,0.00,-0.00
49634.00,0.00,0.00,0.38,0.00,0.00,-11.34,0.00,0.00,-2296.81,-0.00,0.00,0.00,0.00,0.00,-0.00
49642.00,0.00,0.00,0.31,0.00,0.00,-9.98,0.00,0.00,169.24,-0.00,0.00,0.00,0.00,0.00,0.00
49648.00,0.00,0.00,0.34,0.00,0.00,6.33,0.00,0.00,2718.61,-0.00,0.00,0.00,0.00,0.00,0.00
49654.00,0.00,0.00,0.39,0.00,0.00,8.61,0.00,0.00,379.73,-0.00,0.00,0.00,0.00,0.00,0.00
49673.00,0.00,0.00,0.42,0.00,0.00,1.12,0.00,0.00,-394.05,-0.00,0.00,0.00,0.00,-0.00,-0.00
49679.00,0.00,0.00,0.37,0.00,0.00,-7.45,0.00,0.00,-1428.35,-0.00,0.00,0.00,0.00,-0.00,0.00
49685.00,0.00,0.00,0.47,0.00,0.00,16.03,0.00,0.00,3913.65,-0.00,0.00,0.00,0.00,0.00,0.00
49694.00,0.00,0.00,0.37,0.00,0.00,-10.44,0.00,0.00,-2940.81,-0.00,0.00,0.00,0.00,0.00,0.00
49701.00,0.00,0.00,0.36,0.00,0.00,-1.67,0.00,0.00,1251.47,-0.00,0.00,0.00,0.00,0.00,0.00
49712.00,0.00,0.00,0.34,0.00,0.00,-1.65,0.00,0.00,1.99,-0.00,0.00,0.00,0.00,-0.00,0.00
49719.00,0.00,0.00,0.34,0.00,0.00,-0.93,0.00,0.00,103.65,-0.00,0.00,0.00,0.00,-0.00,0.00
49725.00,0.00,0.00,0.41,0.00,0.00,12.58,0.00,0.00,2251.73,-0.00,0.00,0.00,0.00,-0.00,0.00
49729.00,0.00,0.00,0.50,0.00,0.00,22.28,0.00,0.00,2425.48,-0.00,0.00,0.00,-0.00,-0.00,0.00
49735.00,0.00,0.00,0.43,0.00,0.00,-12.58,0.00,0.00,-5810.38,-0.00,0.00,0.00,-0.00,-0.00,0.00
49744.00,0.00,0.00,0.40,0.00,0.00,-2.63,0.00,0.00,1105.81,-0.00,0.00,0.00,-0.00,-0.00,0.00
49752.00,0.00,0.00,0.34,0.00,0.00,-8.03,0.00,0.00,-675.35,-0.00,0.00,0.00,-0.00,0.00,0.00
49767.00,0.00,0.00,0.40,0.00,0.00,4.18,0.00,0.00,813.58,-0.00,0.00,0.00,0.00,0.00,-0.00
49775.00,0.00,0.00,0.37,0.00,0.00,-4.45,0.00,0.00,-1077.72,-0.00,0.00,0.00,0.00,0.00,-0.00
49780.00,0.00,0.00,0.39,0.00,0.00,4.81,0.00,0.00,1850.52,-0.00,0.00,0.00,0.00,0.00,-0.00
49796.00,0.00,0.00,0.38,0.00,0.00,-0.35,0.00,0.00,-321.99,-0.00,0.00,0.00,0.00,-0.00,0.00
49805.00,0.00,0.00,0.41,0.00,0.00,3.33,0.00,0.00,408.01,-0.00,0.00,0.00,0.00,0.00,0.00
49814.00,0.00,0.00,0.35,0.00,0.00,-6.67,0.00,0.00,-1110.90,-0.00,0.00,0.00,0.00,-0.00,0.00
49821.00,0.00,0.00,0.31,0.00,0.00,-5.79,0.00,0.00,125.30,-0.00,0.00,0.00,0.00,-0.00,0.00
49826.00,0.00,0.00,0.41,0.00,0.00,18.85,0.00,0.00,4929.01,-0.00,0.00,0.00,0.00,-0.00,0.00
49832.00,0.00,0.00,0.34,0.00,0.00,-11.93,0.00,0.00,-5130.75,-0.00,0.00,0.00,0.00,-0.00,0.00
49837.00,0.00,0.00,0.32,0.00,0.00,-3.96,0.00,0.00,1595.50,-0.00,0.00,0.00,0.00,-0.00,0.00
49843.00,0.00,0.00,0.41,0.00,0.00,14.86,0.00,0.00,3135.40,-0.00,0.00,0.00,-0.00,0.00,0.00
49848.00,0.00,0.00,0.43,0.00,0.00,5.23,0.00,0.00,-1924.33,-0.00,0.00,0.00,-0.00,-0.00,0.00
49865.00,0.00,0.00,0.37,0.00,0.00,-3.59,0.00,0.00,-519.07,-0.00,0.00,0.00,0.00,0.00,0.00
49878.00,0.00,0.00,0.37,0.00,0.00,0.32,0.00,0.00,300.37,-0.00,0.00,0.00,0.00,0.00,0.00
49886.00,0.00,0.00,0.49,0.00,0.00,14.47,0.00,0.00,1769.73,-0.00,0.00,0.00,0.00,-0.00,0.00
49892.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,-2412.18,-0.00,0.00,0.00,0.00,-0.00,0.00
49896.00,0.00,0.00,0.36,0.00,0.00,-31.68,0.00,0.00,-7920.35,-0.00,0.00,0.00,0.00,-0.00,0.00
49904.00,0.00,0.00,0.35,0.00,0.00,-1.20,0.00,0.00,3810.51,-0.00,0.00,0.00,0.00,0.00,0.00
49912.00,0.00,0.00,0.33,0.00,0.00,-2.62,0.00,0.00,-177.80,-0.00,0.00,0.00,0.00,-0.00,-0.00
49917.00,0.00,0.00,0.32,0.00,0.00,-2.23,0.00,0.00,77.05,-0.00,0.00,0.00,0.00,-0.00,-0.00
49925.00,0.00,0.00,0.34,0.00,0.00,1.97,0.00,0.00,525.43,-0.00,0.00,0.00,0.00,0.00,0.00
49931.00,0.00,0.00,0.38,0.00,0.00,7.84,0.00,0.00,978.55,-0.00,0.00,0.00,0.00,0.00,-0.00
49937.00,0.00,0.00,0.35,0.00,0.00,-5.53,0.00,0.00,-2228.09,-0.00,0.00,0.00,0.00,0.00,-0.00
49949.00,0.00,0.00,0.34,0.00,0.00,-1.32,0.00,0.00,350.44,-0.00,0.00,0.00,-0.00,-0.00,0.00
49966.00,0.00,0.00,0.39,0.00,0.00,2.93,0.00,0.00,250.36,-0.00,0.00,0.00,-0.00,-0.00,0.00
49975.00,0.00,0.00,0.37,0.00,0.00,-1.63,0.00,0.00,-506.72,-0.00,0.00,0.00,0.00,0.00,0.00
49980.00,0.00,0.00,0.36,0.00,0.00,-2.05,0.00,0.00,-84.63,-0.00,0.00,0.00,-0.00,0.00,0.00
49986.00,0.00,0.00,0.33,0.00,0.00,-4.66,0.00,0.00,-434.51,-0.00,0.00,0.00,-0.00,0.00,0.00
49994.00,0.00,0.00,0.35,0.00,0.00,2.27,0.00,0.00,865.57,-0.00,0.00,0.00,0.00,0.00,0.00
50002.00,0.00,0.00,0.46,0.00,0.00,14.23,0.00,0.00,1495.29,-0.00,0.00,0.00,0.00,-0.00,0.00
50007.00,0.00,0.00,0.43,0.00,0.00,-7.87,0.00,0.00,-4420.19,-0.00,0.00,0.00,0.00,-0.00,0.00
50013.00,0.00,0.00,0.43,0.00,0.00,0.62,0.00,0.00,1414.55,-0.00,0.00,0.00,0.00,0.00,-0.00
50018.00,0.00,0.00,0.30,0.00,0.00,-25.51,0.00,0.00,-5224.54,-0.00,0.00,0.00,0.00,0.00,-0.00
50030.00,0.00,0.00,0.39,0.00,0.00,6.99,0.00,0.00,2707.93,-0.00,0.00,0.00,0.00,0.00,0.00
50037.00,0.00,0.00,0.36,0.00,0.00,-4.23,0.00,0.00,-1602.74,-0.00,0.00,0.00,-0.00,-0.00,0.00
50045.00,0.00,0.00,0.35,0.00,0.00,-0.34,0.00,0.00,486.01,-0.00,0.00,0.00,-0.00,0.00,0.00
50062.00,0.00,0.00,0.27,0.00,0.00,-4.89,0.00,0.00,-267.36,-0.00,0.00,0.00,0.00,0.00,0.00
50068.00,0.00,0.00,0.43,0.00,0.00,26.70,0.00,0.00,5264.81,-0.00,0.00,0.00,0.00,0.00,0.00
50075.00,0.00,0.00,0.38,0.00,0.00,-7.05,0.00,0.00,-4821.83,-0.00,0.00,0.00,0.00,0.00,0.00
50081.00,0.00,0.00,0.34,0.00,0.00,-7.62,0.00,0.00,-94.01,-0.00,0.00,0.00,-0.00,-0.00,0.00
50086.00,0.00,0.00,0.39,0.00,0.00,10.05,0.00,0.00,3532.39,-0.00,0.00,0.00,-0.00,-0.00,0.00
50095.00,0.00,0.00,0.42,0.00,0.00,3.62,0.00,0.00,-713.65,-0.00,0.00,0.00,-0.00,-0.00,0.00
50103.00,0.00,0.00,0.29,0.00,0.00,-15.83,0.00,0.00,-2432.05,-0.00,0.00,0.00,0.00,0.00,-0.00
50113.00,0.00,0.00,0.36,0.00,0.00,6.65,0.00,0.00,2248.50,-0.00,0.00,0.00,-0.00,0.00,0.00
50120.00,0.00,0.00,0.42,0.00,0.00,8.92,0.00,0.00,323.36,-0.00,0.00,0.00,-0.00,0.00,-0.00
50126.00,0.00,0.00,0.41,0.00,0.00,-1.53,0.00,0.00,-1741.55,-0.00,0.00,0.00,-0.00,0.00,-0.00
50132.00,0.00,0.00,0.25,0.00,0.00,-26.24,0.00,0.00,-4117.08,-0.00,0.00,0.00,0.00,0.00,0.00
50137.00,0.00,0.00,0.43,0.00,0.00,35.18,0.00,0.00,12282.49,-0.00,0.00,0.00,0.00,0.00,0.00
50145.00,0.00,0.00,0.39,0.00,0.00,-4.68,0.00,0.00,-4982.23,-0.00,0.00,0.00,-0.00,0.01,0.00
50153.00,0.00,0.00,0.46,0.00,0.00,8.49,0.00,0.00,1646.56,-0.00,0.00,0.00,0.00,0.00,0.00
50169.00,0.00,0.00,0.37,0.00,0.00,-5.60,0.00,0.00,-880.75,-0.00,0.00,0.00,-0.00,0.00,0.00
50176.00,0.00,0.00,0.34,0.00,0.00,-4.06,0.00,0.00,219.96,-0.00,0.00,0.00,0.00,0.00,-0.00
50182.00,0.00,0.00,0.36,0.00,0.00,3.60,0.00,0.00,1277.58,-0.00,0.00,0.00,0.00,0.00,0.00
50192.00,0.00,0.00,0.46,0.00,0.00,9.87,0.00,0.00,626.64,-0.00,0.00,0.00,0.00,0.00,0.00
50199.00,0.00,0.00,0.32,0.00,0.00,-19.85,0.00,0.00,-4245.95,-0.00,0.00,0.00,0.00,0.00,0.00
50206.00,0.00,0.00,0.48,0.00,0.00,21.95,0.00,0.00,5971.87,-0.00,0.00,0.00,0.00,0.00,0.00
50209.00,0.00,0.00,0.37,0.00,0.00,-34.88,0.00,0.00,-18942.87,-0.00,0.00,0.00,-0.00,-0.00,0.00
50216.00,0.00,0.00,0.41,0.00,0.00,4.76,0.00,0.00,5662.08,-0.00,0.00,0.00,-0.00,-0.00,0.00
50225.00,0.00,0.00,0.36,0.00,0.00,-5.37,0.00,0.00,-1125.53,-0.00,0.00,0.00,-0.00,-0.00,0.00
50230.00,0.00,0.00,0.44,0.00,0.00,17.14,0.00,0.00,4501.47,-0.00,0.00,0.00,-0.00,0.00,0.00
50237.00,0.00,0.00,0.48,0.00,0.00,5.27,0.00,0.00,-1694.79,-0.00,0.00,0.00,-0.00,0.00,-0.00
50245.00,0.00,0.00,0.33,0.00,0.00,-18.96,0.00,0.00,-3029.54,-0.00,0.00,0.00,0.00,0.00,0.00
50262.00,0.00,0.00,0.38,0.00,0.00,3.10,0.00,0.00,1297.72,-0.00,0.00,0.00,0.00,0.00,0.00
50272.00,0.00,0.00,0.38,0.00,0.00,-0.11,0.00,0.00,-320.33,-0.00,0.00,0.00,0.00,0.00,-0.00
50279.00,0.00,0.00,0.36,0.00,0.00,-3.35,0.00,0.00,-463.84,-0.00,0.00,0.00,0.00,0.00,-0.00
50286.00,0.00,0.00,0.34,0.00,0.00,-2.14,0.00,0.00,173.14,-0.00,0.00,0.00,0.00,0.01,-0.00
50295.00,0.00,0.00,0.40,0.00,0.00,6.59,0.00,0.00,969.99,-0.00,0.00,0.00,-0.00,0.00,0.00
50302.00,0.00,0.00,0.38,0.00,0.00,-3.30,0.00,0.00,-1412.22,-0.00,0.00,0.00,0.00,-0.00,0.00
50307.00,0.00,0.00,0.40,0.00,0.00,5.35,0.00,0.00,1730.08,-0.00,0.00,0.00,0.00,-0.00,0.00
50315.00,0.00,0.00,0.45,0.00,0.00,5.89,0.00,0.00,66.90,-0.00,0.00,0.00,0.00,0.00,-0.00
50321.00,0.00,0.00,0.42,0.00,0.00,-5.30,0.00,0.00,-1864.27,-0.00,0.00,0.00,0.00,0.00,-0.00
50327.00,0.00,0.00,0.38,0.00,0.00,-6.75,0.00,0.00,-241.60,-0.00,0.00,0.00,0.00,0.00,-0.00
50333.00,0.00,0.00,0.36,0.00,0.00,-2.78,0.00,0.00,660.30,-0.00,0.00,0.00,-0.00,-0.00,0.00
50343.00,0.00,0.00,0.46,0.00,0.00,10.16,0.00,0.00,1294.71,-0.00,0.00,0.00,0.00,0.00,0.00
50349.00,0.00,0.00,0.34,0.00,0.00,-20.26,0.00,0.00,-5070.57,-0.00,0.00,0.00,-0.00,0.00,0.00
50356.00,0.00,0.00,0.39,0.00,0.00,6.60,0.00,0.00,3836.85,-0.00,0.00,0.00,-0.00,0.00,0.00
50374.00,0.00,0.00,0.31,0.00,0.00,-4.37,0.00,0.00,-609.42,-0.00,0.00,0.00,0.00,-0.00,0.00
50380.00,0.00,0.00,0.42,0.00,0.00,18.19,0.00,0.00,3760.04,-0.00,0.00,0.00,-0.00,-0.00,0.00
50386.00,0.00,0.00,0.44,0.00,0.00,3.83,0.00,0.00,-2392.33,-0.00,0.00,0.00,-0.00,-0.00,0.00
50395.00,0.00,0.00,0.28,0.00,0.00,-18.08,0.00,0.00,-2434.73,-0.00,0.00,0.00,0.00,0.01,0.00
50402.00,0.00,0.00,0.35,0.00,0.00,10.30,0.00,0.00,4053.89,-0.00,0.00,0.00,-0.00,0.00,0.00
50408.00,0.00,0.00,0.26,0.00,0.00,-16.02,0.00,0.00,-4386.74,-0.00,0.00,0.00,0.00,0.00,-0.00
50416.00,0.00,0.00,0.31,0.00,0.00,7.28,0.00,0.00,2913.21,-0.00,0.00,0.00,0.00,0.01,-0.00
50429.00,0.00,0.00,0.37,0.00,0.00,4.73,0.00,0.00,-196.76,-0.00,0.00,0.00,0.00,0.00,-0.00
50437.00,0.00,0.00,0.30,0.00,0.00,-9.18,0.00,0.00,-1738.24,-0.00,0.00,0.00,0.00,0.00,-0.00
50445.00,0.00,0.00,0.38,0.00,0.00,10.30,0.00,0.00,2434.90,-0.00,0.00,0.00,0.00,0.00,0.00
50462.00,0.00,0.00,0.38,0.00,0.00,-0.23,0.00,0.00,-619.36,-0.00,0.00,0.00,-0.00,-0.00,0.00
50468.00,0.00,0.00,0.43,0.00,0.00,9.18,0.00,0.00,1569.13,-0.00,0.00,0.00,-0.00,-0.00,0.00
50476.00,0.00,0.00,0.40,0.00,0.00,-4.99,0.00,0.00,-1771.86,-0.00,0.00,0.00,0.00,0.00,0.00
50481.00,0.00,0.00,0.35,0.00,0.00,-9.60,0.00,0.00,-922.79,-0.00,0.00,0.00,0.00,0.00,0.00
50487.00,0.00,0.00,0.40,0.00,0.00,8.20,0.00,0.00,2967.30,-0.00,0.00,0.00,0.00,0.00,0.00
50496.00,0.00,0.00,0.40,0.00,0.00,0.53,0.00,0.00,-851.97,-0.00,0.00,0.00,-0.00,-0.00,0.00
50503.00,0.00,0.00,0.46,0.00,0.00,8.89,0.00,0.00,1193.74,-0.00,0.00,0.00,-0.00,0.00,0.00
50519.00,0.00,0.00,0.40,0.00,0.00,-3.82,0.00,0.00,-794.51,-0.00,0.00,0.00,0.00,0.00,-0.00
50527.00,0.00,0.00,0.30,0.00,0.00,-13.00,0.00,0.00,-1146.64,-0.00,0.00,0.00,0.00,-0.00,-0.00
50532.00,0.00,0.00,0.35,0.00,0.00,9.85,0.00,0.00,4570.17,-0.00,0.00,0.00,0.00,-0.01,0.00
50538.00,0.00,0.00,0.41,0.00,0.00,9.68,0.00,0.00,-28.50,-0.00,0.00,0.00,0.00,-0.00,0.00
50546.00,0.00,0.00,0.43,0.00,0.00,3.12,0.00,0.00,-820.52,-0.00,0.00,0.00,0.00,0.00,0.00
50563.00,0.00,0.00,0.31,0.00,0.00,-6.89,0.00,0.00,-588.66,-0.00,0.00,0.00,-0.00,0.00,0.00
50569.00,0.00,0.00,0.35,0.00,0.00,6.87,0.00,0.00,2293.16,-0.00,0.00,0.00,-0.00,0.00,0.00
50576.00,0.00,0.00,0.33,0.00,0.00,-3.24,0.00,0.00,-1444.94,-0.00,0.00,0.00,0.00,0.00,0.00
50582.00,0.00,0.00,0.42,0.00,0.00,14.69,0.00,0.00,2988.65,-0.00,0.00,0.00,-0.00,0.00,0.00
50587.00,0.00,0.00,0.44,0.00,0.00,3.70,0.00,0.00,-2197.20,-0.00,0.00,0.00,-0.00,0.00,0.00
50601.00,0.00,0.00,0.37,0.00,0.00,-4.95,0.00,0.00,-617.98,-0.00,0.00,0.00,0.00,-0.00,0.00
50608.00,0.00,0.00,0.42,0.00,0.00,6.66,0.00,0.00,1658.68,-0.00,0.00,0.00,-0.00,0.00,0.00
50616.00,0.00,0.00,0.47,0.00,0.00,6.49,0.00,0.00,-21.14,-0.00,0.00,0.00,-0.00,0.00,0.00
50624.00,0.00,0.00,0.36,0.00,0.00,-13.74,0.00,0.00,-2529.00,-0.00,0.00,0.00,0.00,-0.00,0.00
50629.00,0.00,0.00,0.36,0.00,0.00,0.07,0.00,0.00,2761.51,-0.00,0.00,0.00,0.00,-0.00,0.00
50636.00,0.00,0.00,0.40,0.00,0.00,5.42,0.00,0.00,764.71,-0.00,0.00,0.00,0.00,0.00,-0.00
50644.00,0.00,0.00,0.30,0.00,0.00,-11.97,0.00,0.00,-2173.61,-0.00,0.00,0.00,0.00,-0.00,0.00
50649.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,2393.84,-0.00,0.00,0.00,0.00,-0.00,0.00
50655.00,0.00,0.00,0.38,0.00,0.00,14.01,0.00,0.00,2334.25,-0.00,0.00,0.00,0.00,-0.00,0.00
50671.00,0.00,0.00,0.40,0.00,0.00,1.03,0.00,0.00,-810.95,-0.00,0.00,0.00,-0.00,-0.00,0.00
50683.00,0.00,0.00,0.43,0.00,0.00,2.83,0.00,0.00,150.35,-0.00,0.00,0.00,0.00,0.00,0.00
50689.00,0.00,0.00,0.41,0.00,0.00,-4.09,0.00,0.00,-1153.34,-0.00,0.00,0.00,-0.00,-0.00,0.00
50696.00,0.00,0.00,0.43,0.00,0.00,2.53,0.00,0.00,944.98,-0.00,0.00,0.00,-0.00,-0.00,0.00
50704.00,0.00,0.00,0.42,0.00,0.00,-1.24,0.00,0.00,-470.92,-0.00,0.00,0.00,-0.00,-0.00,0.00
50710.00,0.00,0.00,0.35,0.00,0.00,-10.84,0.00,0.00,-1599.86,-0.00,0.00,0.00,-0.00,-0.00,-0.00
50717.00,0.00,0.00,0.37,0.00,0.00,3.07,0.00,0.00,1986.05,-0.00,0.00,0.00,-0.00,-0.00,-0.00
50726.00,0.00,0.00,0.34,0.00,0.00,-3.56,0.00,0.00,-735.94,-0.00,0.00,0.00,0.00,-0.00,0.00
50731.00,0.00,0.00,0.34,0.00,0.00,0.35,0.00,0.00,781.49,-0.00,0.00,0.00,0.00,-0.00,-0.00
50737.00,0.00,0.00,0.39,0.00,0.00,7.00,0.00,0.00,1107.85,-0.00,0.00,0.00,0.00,0.00,-0.00
50744.00,0.00,0.00,0.35,0.00,0.00,-5.26,0.00,0.00,-1750.90,-0.00,0.00,0.00,0.00,-0.00,0.00
50754.00,0.00,0.00,0.41,0.00,0.00,6.44,0.00,0.00,1169.94,-0.00,0.00,0.00,-0.00,0.00,-0.00
50769.00,0.00,0.00,0.45,0.00,0.00,2.33,0.00,0.00,-273.83,-0.00,0.00,0.00,0.00,0.00,-0.00
50777.00,0.00,0.00,0.34,0.00,0.00,-13.72,0.00,0.00,-2006.30,-0.00,0.00,0.00,0.00,0.00,0.00
50782.00,0.00,0.00,0.41,0.00,0.00,14.39,0.00,0.00,5622.61,-0.00,0.00,0.00,0.00,-0.00,-0.00
50788.00,0.00,0.00,0.35,0.00,0.00,-9.43,0.00,0.00,-3971.30,-0.00,0.00,0.00,0.00,-0.00,-0.00
50796.00,0.00,0.00,0.42,0.00,0.00,8.50,0.00,0.00,2242.14,-0.00,0.00,0.00,0.00,-0.00,-0.00
50804.00,0.00,0.00,0.27,0.00,0.00,-19.23,0.00,0.00,-3466.19,-0.00,0.00,0.00,-0.00,-0.00,0.00
50809.00,0.00,0.00,0.34,0.00,0.00,14.89,0.00,0.00,6822.91,-0.00,0.00,0.00,-0.00,-0.00,0.00
50817.00,0.00,0.00,0.52,0.00,0.00,21.56,0.00,0.00,834.45,-0.00,0.00,0.00,0.00,0.00,0.00
50826.00,0.00,0.00,0.41,0.00,0.00,-11.94,0.00,0.00,-3722.94,-0.00,0.00,0.00,-0.00,-0.00,0.00
50836.00,0.00,0.00,0.45,0.00,0.00,4.68,0.00,0.00,1662.20,-0.00,0.00,0.00,0.00,0.00,-0.00
50845.00,0.00,0.00,0.36,0.00,0.00,-10.62,0.00,0.00,-1700.00,-0.00,0.00,0.00,0.00,-0.00,-0.00
