Time(ms), X(m), Y(m), Z(m), VX(m/s), VY(m/s), VZ(m/s), AX(m/s^2), AY(m/s^2), AZ(m/s^2), OX(degrees), OY(degrees), OZ(degrees), WX(degrees/s), WY(degrees/s), WZ(degrees/s)
24480.00,0.00,0.00,0.12,0.00,0.00,-4.04,0.00,0.00,106.62,-0.00,0.00,-0.00,0.00,0.00,0.00
24487.00,0.00,0.00,0.17,0.00,0.00,7.36,0.00,0.00,1628.81,-0.00,0.00,-0.00,0.00,-0.01,0.00
24496.00,0.00,0.00,0.21,0.00,0.00,4.25,0.00,0.00,-346.30,-0.00,0.00,-0.00,-0.00,-0.00,0.00
24503.00,0.00,0.00,0.27,0.00,0.00,8.23,0.00,0.00,568.84,-0.00,0.00,-0.00,-0.00,0.00,0.00
24508.00,0.00,0.00,0.02,0.00,0.00,-49.32,0.00,0.00,-11510.41,-0.00,0.00,-0.00,0.00,0.00,0.00
24522.00,0.00,0.00,0.18,0.00,0.00,11.02,0.00,0.00,4310.47,-0.00,0.00,-0.00,0.00,-0.00,0.00
24529.00,0.00,0.00,0.09,0.00,0.00,-13.14,0.00,0.00,-3451.17,-0.00,0.00,-0.00,0.00,-0.00,-0.00
24536.00,0.00,0.00,0.12,0.00,0.00,5.40,0.00,0.00,2648.58,-0.00,0.00,-0.00,-0.00,0.00,0.00
24544.00,0.00,0.00,0.15,0.00,0.00,3.52,0.00,0.00,-235.63,-0.00,0.00,-0.00,-0.00,0.00,0.00
24549.00,0.00,0.00,0.12,0.00,0.00,-5.84,0.00,0.00,-1872.45,-0.00,0.00,-0.00,-0.00,0.00,0.00
24567.00,0.00,0.00,0.25,0.00,0.00,7.14,0.00,0.00,721.03,-0.00,0.00,-0.00,0.00,0.00,-0.00
24575.00,0.00,0.00,0.24,0.00,0.00,-1.57,0.00,0.00,-1088.46,-0.00,0.00,-0.00,0.00,0.00,-0.00
24580.00,0.00,0.00,0.19,0.00,0.00,-8.99,0.00,0.00,-1484.05,-0.00,0.00,-0.00,0.00,0.00,-0.00
24586.00,0.00,0.00,0.14,0.00,0.00,-8.41,0.00,0.00,97.86,-0.00,0.00,-0.00,0.00,-0.00,-0.00
24593.00,0.00,0.00,0.18,0.00,0.00,5.99,0.00,0.00,2056.50,-0.00,0.00,-0.00,0.00,-0.00,0.00
24604.00,0.00,0.00,0.10,0.00,0.00,-7.28,0.00,0.00,-1206.41,-0.00,0.00,-0.00,0.00,0.00,-0.00
24610.00,0.00,0.00,0.11,0.00,0.00,0.56,0.00,0.00,1307.27,-0.00,0.00,-0.00,0.00,0.00,-0.00
24617.00,0.00,0.00,0.15,0.00,0.00,6.70,0.00,0.00,876.66,-0.00,0.00,-0.00,0.00,0.00,0.00
24626.00,0.00,0.00,0.14,0.00,0.00,-1.54,0.00,0.00,-915.12,-0.00,0.00,-0.00,0.00,0.00,0.00
24631.00,0.00,0.00,0.23,0.00,0.00,17.89,0.00,0.00,3885.50,-0.00,0.00,-0.00,0.00,0.00,0.00
24638.00,0.00,0.00,0.13,0.00,0.00,-14.28,0.00,0.00,-4596.18,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
24647.00,0.00,0.00,0.23,0.00,0.00,10.74,0.00,0.00,2780.07,-0.00,0.00,-0.00,0.00,0.00,0.00
24663.00,0.00,0.00,0.12,0.00,0.00,-6.91,0.00,0.00,-1103.27,-0.00,0.00,-0.00,0.00,0.00,-0.00
24669.00,0.00,0.00,0.21,0.00,0.00,15.79,0.00,0.00,3783.87,-0.00,0.00,-0.00,0.00,0.00,-0.00
24677.00,0.00,0.00,0.18,0.00,0.00,-3.86,0.00,0.00,-2455.88,-0.00,0.00,-0.00,0.00,-0.00,-0.00
24692.00,0.00,0.00,0.20,0.00,0.00,1.07,0.00,0.00,328.74,-0.00,0.00,-0.00,0.00,0.00,0.00
24700.00,0.00,0.00,0.16,0.00,0.00,-4.35,0.00,0.00,-678.18,-0.00,0.00,-0.00,0.00,0.00,0.00
24707.00,0.00,0.00,0.16,0.00,0.00,0.28,0.00,0.00,662.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
24715.00,0.00,0.00,0.12,0.00,0.00,-5.34,0.00,0.00,-702.16,-0.00,0.00,-0.00,0.00,0.00,0.00
24721.00,0.00,0.00,0.21,0.00,0.00,15.18,0.00,0.00,3418.86,-0.00,0.00,-0.00,0.00,0.00,0.00
24728.00,0.00,0.00,0.14,0.00,0.00,-10.33,0.00,0.00,-3644.49,-0.00,0.00,-0.00,0.00,0.00,0.00
24734.00,0.00,0.00,0.14,0.00,0.00,-0.48,0.00,0.00,1642.27,-0.00,0.00,-0.00,0.00,0.00,0.00
24740.00,0.00,0.00,0.11,0.00,0.00,-4.87,0.00,0.00,-731.23,-0.00,0.00,-0.00,0.00,0.00,0.00
24747.00,0.00,0.00,0.13,0.00,0.00,3.50,0.00,0.00,1194.68,-0.00,0.00,-0.00,-0.00,-0.00,0.00
24765.00,0.00,0.00,0.12,0.00,0.00,-0.80,0.00,0.00,-238.88,-0.00,0.00,-0.00,-0.00,-0.00,0.00
24775.00,0.00,0.00,0.19,0.00,0.00,6.93,0.00,0.00,773.62,-0.00,0.00,-0.00,-0.00,0.00,0.00
24781.00,0.00,0.00,0.24,0.00,0.00,8.31,0.00,0.00,229.05,-0.00,0.00,-0.00,-0.00,0.00,0.00
24788.00,0.00,0.00,0.14,0.00,0.00,-14.25,0.00,0.00,-3222.97,-0.00,0.00,-0.00,0.00,0.00,0.00
24797.00,0.00,0.00,0.08,0.00,0.00,-6.10,0.00,0.00,905.65,-0.00,0.00,-0.00,0.00,0.00,0.00
24803.00,0.00,0.00,0.23,0.00,0.00,24.83,0.00,0.00,5156.02,-0.00,0.00,-0.00,0.00,0.00,0.00
24809.00,0.00,0.00,0.15,0.00,0.00,-13.77,0.00,0.00,-6433.98,-0.00,0.00,-0.00,0.00,0.00,0.00
24817.00,0.00,0.00,0.24,0.00,0.00,11.92,0.00,0.00,3211.88,-0.00,0.00,-0.00,-0.00,0.00,-0.00
24825.00,0.00,0.00,0.13,0.00,0.00,-14.56,0.00,0.00,-3310.21,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
24830.00,0.00,0.00,0.07,0.00,0.00,-12.26,0.00,0.00,460.55,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
24838.00,0.00,0.00,0.22,0.00,0.00,18.82,0.00,0.00,3884.59,-0.00,0.00,-0.00,-0.00,-0.00,0.00
24850.00,0.00,0.00,0.18,0.00,0.00,-2.85,0.00,0.00,-1805.72,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
24868.00,0.00,0.00,0.20,0.00,0.00,1.08,0.00,0.00,218.34,-0.00,0.00,-0.00,0.00,-0.00,0.00
24878.00,0.00,0.00,0.22,0.00,0.00,1.95,0.00,0.00,86.49,-0.00,0.00,-0.00,0.00,0.00,0.00
24883.00,0.00,0.00,0.17,0.00,0.00,-9.72,0.00,0.00,-2333.16,-0.00,0.00,-0.00,-0.00,0.00,0.00
24889.00,0.00,0.00,0.16,0.00,0.00,-2.46,0.00,0.00,1209.40,-0.00,0.00,-0.00,-0.00,0.00,0.00
24897.00,0.00,0.00,0.15,0.00,0.00,-0.86,0.00,0.00,199.63,-0.00,0.00,-0.00,-0.00,0.00,-0.00
24905.00,0.00,0.00,0.16,0.00,0.00,1.34,0.00,0.00,275.17,-0.00,0.00,-0.00,-0.00,-0.00,0.00
24910.00,0.00,0.00,0.15,0.00,0.00,-3.02,0.00,0.00,-871.58,-0.00,0.00,-0.00,-0.00,-0.00,0.00
24918.00,0.00,0.00,0.11,0.00,0.00,-4.08,0.00,0.00,-132.11,-0.00,0.00,-0.00,0.00,-0.00,0.00
24926.00,0.00,0.00,0.15,0.00,0.00,3.97,0.00,0.00,1006.58,-0.00,0.00,-0.00,0.00,0.00,0.00
24937.00,0.00,0.00,0.22,0.00,0.00,6.66,0.00,0.00,244.51,-0.00,0.00,-0.00,-0.00,0.00,-0.00
24945.00,0.00,0.00,0.08,0.00,0.00,-16.90,0.00,0.00,-2945.35,-0.00,0.00,-0.00,0.00,0.00,-0.00
24950.00,0.00,0.00,0.13,0.00,0.00,9.55,0.00,0.00,5290.10,-0.00,0.00,-0.00,0.00,0.00,-0.00
24966.00,0.00,0.00,0.18,0.00,0.00,3.23,0.00,0.00,-395.12,-0.00,0.00,-0.00,-0.00,0.00,-0.00
24972.00,0.00,0.00,0.18,0.00,0.00,-1.30,0.00,0.00,-755.26,-0.00,0.00,-0.00,0.00,-0.00,0.00
24979.00,0.00,0.00,0.16,0.00,0.00,-1.58,0.00,0.00,-40.37,-0.00,0.00,-0.00,0.00,-0.00,0.00
24985.00,0.00,0.00,0.22,0.00,0.00,9.70,0.00,0.00,1880.63,-0.00,0.00,-0.00,0.00,0.00,0.00
24988.00,0.00,0.00,0.29,0.00,0.00,21.70,0.00,0.00,3998.51,-0.00,0.00,-0.00,0.00,-0.00,0.00
24994.00,0.00,0.00,0.11,0.00,0.00,-30.20,0.00,0.00,-8649.61,-0.00,0.00,-0.00,0.00,0.00,0.00
25000.00,0.00,0.00,0.19,0.00,0.00,13.58,0.00,0.00,7297.84,-0.00,0.00,-0.00,0.00,0.00,0.00
25012.00,0.00,0.00,0.04,0.00,0.00,-12.20,0.00,0.00,-2148.64,-0.00,0.00,-0.00,-0.00,0.00,0.00
25020.00,0.00,0.00,0.33,0.00,0.00,36.63,0.00,0.00,6104.23,-0.00,0.00,-0.00,0.00,0.00,0.00
25028.00,0.00,0.00,0.20,0.00,0.00,-16.33,0.00,0.00,-6620.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
25034.00,0.00,0.00,0.17,0.00,0.00,-5.50,0.00,0.00,1803.83,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25039.00,0.00,0.00,0.16,0.00,0.00,-2.99,0.00,0.00,502.57,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25048.00,0.00,0.00,0.19,0.00,0.00,3.89,0.00,0.00,764.28,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25056.00,0.00,0.00,0.16,0.00,0.00,-4.44,0.00,0.00,-1040.69,-0.00,0.00,-0.00,-0.00,0.00,0.00
25071.00,0.00,0.00,0.24,0.00,0.00,5.95,0.00,0.00,692.30,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25079.00,0.00,0.00,0.14,0.00,0.00,-13.12,0.00,0.00,-2383.06,-0.00,0.00,-0.00,-0.00,0.00,0.00
25084.00,0.00,0.00,0.14,0.00,0.00,1.04,0.00,0.00,2831.77,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25095.00,0.00,0.00,0.18,0.00,0.00,2.96,0.00,0.00,174.45,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25101.00,0.00,0.00,0.27,0.00,0.00,15.33,0.00,0.00,2060.67,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25108.00,0.00,0.00,0.27,0.00,0.00,0.44,0.00,0.00,-2125.79,-0.00,0.00,-0.00,0.00,-0.00,0.00
25117.00,0.00,0.00,0.17,0.00,0.00,-10.97,0.00,0.00,-1268.05,-0.00,0.00,-0.00,0.00,0.00,0.00
25123.00,0.00,0.00,0.20,0.00,0.00,4.44,0.00,0.00,2568.73,-0.00,0.00,-0.00,0.00,0.00,0.00
25130.00,0.00,0.00,0.19,0.00,0.00,-1.85,0.00,0.00,-899.22,-0.00,0.00,-0.00,0.00,0.00,0.00
25136.00,0.00,0.00,0.20,0.00,0.00,2.40,0.00,0.00,708.72,-0.00,0.00,-0.00,-0.00,0.00,0.00
25142.00,0.00,0.00,0.18,0.00,0.00,-3.59,0.00,0.00,-999.20,-0.00,0.00,-0.00,-0.00,0.00,0.00
25149.00,0.00,0.00,0.18,0.00,0.00,-0.11,0.00,0.00,496.89,-0.00,0.00,-0.00,-0.00,0.00,0.00
25167.00,0.00,0.00,0.09,0.00,0.00,-4.89,0.00,0.00,-265.26,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25179.00,0.00,0.00,0.23,0.00,0.00,11.73,0.00,0.00,1385.32,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25185.00,0.00,0.00,0.10,0.00,0.00,-22.24,0.00,0.00,-5662.55,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25191.00,0.00,0.00,0.09,0.00,0.00,-2.12,0.00,0.00,3353.38,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25198.00,0.00,0.00,0.21,0.00,0.00,17.38,0.00,0.00,2785.70,-0.00,0.00,-0.00,0.00,0.00,-0.00
25206.00,0.00,0.00,0.17,0.00,0.00,-4.65,0.00,0.00,-2754.08,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25211.00,0.00,0.00,0.16,0.00,0.00,-2.87,0.00,0.00,355.96,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25219.00,0.00,0.00,0.21,0.00,0.00,6.14,0.00,0.00,1127.20,-0.00,0.00,-0.00,0.00,0.00,0.00
25227.00,0.00,0.00,0.19,0.00,0.00,-1.38,0.00,0.00,-940.25,-0.00,0.00,-0.00,0.00,0.00,-0.00
25233.00,0.00,0.00,0.23,0.00,0.00,5.37,0.00,0.00,1124.76,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25239.00,0.00,0.00,0.11,0.00,0.00,-19.30,0.00,0.00,-4111.76,-0.00,0.00,-0.00,0.00,0.00,0.00
25248.00,0.00,0.00,0.14,0.00,0.00,3.42,0.00,0.00,2524.76,-0.00,0.00,-0.00,0.00,0.00,0.00
25266.00,0.00,0.00,0.16,0.00,0.00,1.29,0.00,0.00,-118.73,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25272.00,0.00,0.00,0.09,0.00,0.00,-11.83,0.00,0.00,-2185.23,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25279.00,0.00,0.00,0.13,0.00,0.00,4.89,0.00,0.00,2388.59,-0.00,0.00,-0.00,0.00,0.00,-0.00
25285.00,0.00,0.00,0.11,0.00,0.00,-2.25,0.00,0.00,-1191.44,-0.00,0.00,-0.00,-0.00,0.01,0.00
25290.00,0.00,0.00,0.13,0.00,0.00,2.58,0.00,0.00,965.90,-0.00,0.00,-0.00,-0.00,0.01,0.00
25299.00,0.00,0.00,0.30,0.00,0.00,18.96,0.00,0.00,1820.45,-0.00,0.00,-0.00,-0.00,0.00,0.00
25306.00,0.00,0.00,0.24,0.00,0.00,-8.99,0.00,0.00,-3992.86,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25312.00,0.00,0.00,0.13,0.00,0.00,-16.75,0.00,0.00,-1292.55,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25319.00,0.00,0.00,0.20,0.00,0.00,9.38,0.00,0.00,3732.87,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25330.00,0.00,0.00,0.24,0.00,0.00,3.38,0.00,0.00,-546.28,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25335.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,-675.09,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25340.00,0.00,0.00,0.24,0.00,0.00,0.69,0.00,0.00,137.52,-0.00,0.00,-0.00,0.00,0.00,0.00
25348.00,0.00,0.00,0.18,0.00,0.00,-7.97,0.00,0.00,-1082.35,-0.00,0.00,-0.00,0.00,-0.00,0.00
25365.00,0.00,0.00,0.15,0.00,0.00,-1.75,0.00,0.00,365.67,-0.00,0.00,-0.00,0.00,0.00,0.00
25371.00,0.00,0.00,0.20,0.00,0.00,8.92,0.00,0.00,1779.71,-0.00,0.00,-0.00,0.00,0.00,0.00
25379.00,0.00,0.00,0.19,0.00,0.00,-1.37,0.00,0.00,-1287.11,-0.00,0.00,-0.00,0.00,-0.00,0.00
25384.00,0.00,0.00,0.12,0.00,0.00,-14.40,0.00,0.00,-2606.27,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25390.00,0.00,0.00,0.17,0.00,0.00,9.02,0.00,0.00,3904.32,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25399.00,0.00,0.00,0.16,0.00,0.00,-1.29,0.00,0.00,-1146.12,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25417.00,0.00,0.00,0.14,0.00,0.00,-0.93,0.00,0.00,20.10,-0.00,0.00,-0.00,-0.00,0.00,0.00
25423.00,0.00,0.00,0.14,0.00,0.00,-1.36,0.00,0.00,-71.53,-0.00,0.00,-0.00,-0.00,0.00,0.00
25430.00,0.00,0.00,0.21,0.00,0.00,11.15,0.00,0.00,1787.21,-0.00,0.00,-0.00,0.00,0.00,0.00
25435.00,0.00,0.00,0.13,0.00,0.00,-16.37,0.00,0.00,-5504.47,-0.00,0.00,-0.00,0.00,0.00,-0.00
25440.00,0.00,0.00,0.22,0.00,0.00,17.32,0.00,0.00,6737.83,-0.00,0.00,-0.00,0.00,0.00,-0.00
25458.00,0.00,0.00,0.15,0.00,0.00,-3.74,0.00,0.00,-1169.83,-0.00,0.00,-0.00,0.00,0.00,0.00
25466.00,0.00,0.00,0.20,0.00,0.00,5.68,0.00,0.00,1177.52,-0.00,0.00,-0.00,0.00,-0.00,0.00
25472.00,0.00,0.00,0.16,0.00,0.00,-6.07,0.00,0.00,-1958.96,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25480.00,0.00,0.00,0.13,0.00,0.00,-3.39,0.00,0.00,335.16,-0.00,0.00,-0.00,0.00,0.00,-0.00
25485.00,0.00,0.00,0.12,0.00,0.00,-2.62,0.00,0.00,155.26,-0.00,0.00,-0.00,-0.00,0.00,0.00
25496.00,0.00,0.00,0.19,0.00,0.00,6.11,0.00,0.00,793.70,-0.00,0.00,-0.00,0.00,-0.00,0.00
25502.00,0.00,0.00,0.26,0.00,0.00,12.47,0.00,0.00,1058.96,-0.00,0.00,-0.00,0.00,-0.00,0.00
25509.00,0.00,0.00,0.19,0.00,0.00,-10.69,0.00,0.00,-3307.84,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25518.00,0.00,0.00,0.15,0.00,0.00,-4.01,0.00,0.00,741.63,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25524.00,0.00,0.00,0.20,0.00,0.00,8.59,0.00,0.00,2100.35,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25531.00,0.00,0.00,0.21,0.00,0.00,0.57,0.00,0.00,-1146.08,-0.00,0.00,-0.00,-0.00,0.00,0.00
25538.00,0.00,0.00,0.12,0.00,0.00,-12.97,0.00,0.00,-1934.21,-0.00,0.00,-0.00,0.00,0.00,0.00
25544.00,0.00,0.00,0.18,0.00,0.00,10.18,0.00,0.00,3858.18,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25550.00,0.00,0.00,0.23,0.00,0.00,8.38,0.00,0.00,-299.49,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25569.00,0.00,0.00,0.13,0.00,0.00,-5.04,0.00,0.00,-706.13,-0.00,0.00,-0.00,0.00,0.00,-0.00
25581.00,0.00,0.00,0.14,0.00,0.00,0.93,0.00,0.00,497.26,-0.00,0.00,-0.00,0.00,0.00,0.00
25588.00,0.00,0.00,0.20,0.00,0.00,8.52,0.00,0.00,1083.81,-0.00,0.00,-0.00,-0.00,0.00,0.00
25595.00,0.00,0.00,0.25,0.00,0.00,6.42,0.00,0.00,-299.90,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25601.00,0.00,0.00,0.24,0.00,0.00,-1.46,0.00,0.00,-1312.26,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25609.00,0.00,0.00,0.09,0.00,0.00,-18.92,0.00,0.00,-2183.47,-0.00,0.00,-0.00,0.00,-0.00,0.00
25617.00,0.00,0.00,0.18,0.00,0.00,11.53,0.00,0.00,3806.47,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25622.00,0.00,0.00,0.16,0.00,0.00,-4.13,0.00,0.00,-3130.63,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25630.00,0.00,0.00,0.18,0.00,0.00,2.94,0.00,0.00,883.02,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25635.00,0.00,0.00,0.16,0.00,0.00,-4.63,0.00,0.00,-1514.47,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25641.00,0.00,0.00,0.24,0.00,0.00,13.87,0.00,0.00,3083.22,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25654.00,0.00,0.00,0.24,0.00,0.00,-0.51,0.00,0.00,-1105.63,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25671.00,0.00,0.00,0.20,0.00,0.00,-1.90,0.00,0.00,-81.78,-0.00,0.00,-0.00,-0.00,0.00,0.00
25680.00,0.00,0.00,0.20,0.00,0.00,0.10,0.00,0.00,221.78,-0.00,0.00,-0.00,0.00,0.00,-0.00
25685.00,0.00,0.00,0.12,0.00,0.00,-17.63,0.00,0.00,-3546.15,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25691.00,0.00,0.00,0.20,0.00,0.00,14.80,0.00,0.00,5405.62,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25699.00,0.00,0.00,0.18,0.00,0.00,-3.47,0.00,0.00,-2283.99,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25707.00,0.00,0.00,0.15,0.00,0.00,-2.80,0.00,0.00,83.33,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25712.00,0.00,0.00,0.15,0.00,0.00,-0.71,0.00,0.00,418.58,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25720.00,0.00,0.00,0.14,0.00,0.00,-1.17,0.00,0.00,-57.93,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25729.00,0.00,0.00,0.19,0.00,0.00,5.37,0.00,0.00,727.34,-0.00,0.00,-0.00,0.00,-0.00,0.00
25738.00,0.00,0.00,0.29,0.00,0.00,10.80,0.00,0.00,602.82,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25743.00,0.00,0.00,0.16,0.00,0.00,-24.54,0.00,0.00,-7066.50,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25760.00,0.00,0.00,0.13,0.00,0.00,-2.09,0.00,0.00,1320.48,-0.00,0.00,-0.00,0.00,0.00,0.00
25768.00,0.00,0.00,0.17,0.00,0.00,5.06,0.00,0.00,893.94,-0.00,0.00,-0.00,0.00,0.00,0.00
25775.00,0.00,0.00,0.21,0.00,0.00,6.42,0.00,0.00,193.40,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25781.00,0.00,0.00,0.15,0.00,0.00,-9.88,0.00,0.00,-2715.89,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25787.00,0.00,0.00,0.14,0.00,0.00,-3.10,0.00,0.00,1129.30,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25793.00,0.00,0.00,0.21,0.00,0.00,11.80,0.00,0.00,2484.04,-0.00,0.00,-0.00,0.00,0.00,-0.00
25800.00,0.00,0.00,0.19,0.00,0.00,-2.46,0.00,0.00,-2037.27,-0.00,0.00,-0.00,0.00,0.00,-0.00
25806.00,0.00,0.00,0.18,0.00,0.00,-0.97,0.00,0.00,248.92,-0.00,0.00,-0.00,0.00,0.00,-0.00
25816.00,0.00,0.00,0.24,0.00,0.00,5.95,0.00,0.00,691.08,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25823.00,0.00,0.00,0.19,0.00,0.00,-7.85,0.00,0.00,-1971.46,-0.00,0.00,-0.00,-0.00,0.00,0.00
25830.00,0.00,0.00,0.18,0.00,0.00,-0.69,0.00,0.00,1023.03,-0.00,0.00,-0.00,0.00,0.00,0.00
25836.00,0.00,0.00,0.26,0.00,0.00,13.27,0.00,0.00,2327.70,-0.00,0.00,-0.00,0.00,0.00,0.00
25841.00,0.00,0.00,0.22,0.00,0.00,-8.34,0.00,0.00,-4322.64,-0.00,0.00,-0.00,0.00,0.00,0.00
25850.00,0.00,0.00,0.17,0.00,0.00,-5.79,0.00,0.00,282.85,-0.00,0.00,-0.00,0.00,0.00,0.00
25858.00,0.00,0.00,0.20,0.00,0.00,3.24,0.00,0.00,1129.69,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25873.00,0.00,0.00,0.30,0.00,0.00,7.20,0.00,0.00,263.62,-0.00,0.00,-0.00,0.00,0.00,-0.00
25881.00,0.00,0.00,0.20,0.00,0.00,-12.31,0.00,0.00,-2438.04,-0.00,0.00,-0.00,0.00,0.00,0.00
25886.00,0.00,0.00,0.29,0.00,0.00,17.74,0.00,0.00,6009.39,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25897.00,0.00,0.00,0.26,0.00,0.00,-3.33,0.00,0.00,-1915.25,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25903.00,0.00,0.00,0.19,0.00,0.00,-10.37,0.00,0.00,-1174.39,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
25910.00,0.00,0.00,0.24,0.00,0.00,5.85,0.00,0.00,2317.34,-0.00,0.00,-0.00,0.00,-0.00,-0.00
25919.00,0.00,0.00,0.22,0.00,0.00,-2.18,0.00,0.00,-892.19,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25925.00,0.00,0.00,0.22,0.00,0.00,1.30,0.00,0.00,580.05,-0.00,0.00,-0.00,-0.00,0.00,0.00
25931.00,0.00,0.00,0.20,0.00,0.00,-4.36,0.00,0.00,-943.44,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25938.00,0.00,0.00,0.18,0.00,0.00,-2.57,0.00,0.00,256.19,-0.00,0.00,-0.00,-0.00,0.00,0.00
25943.00,0.00,0.00,0.27,0.00,0.00,18.80,0.00,0.00,4274.64,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25950.00,0.00,0.00,0.24,0.00,0.00,-4.18,0.00,0.00,-3283.16,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25969.00,0.00,0.00,0.17,0.00,0.00,-3.93,0.00,0.00,13.17,-0.00,0.00,-0.00,0.00,-0.00,0.00
25981.00,0.00,0.00,0.21,0.00,0.00,3.34,0.00,0.00,606.10,-0.00,0.00,-0.00,-0.00,-0.00,0.00
25987.00,0.00,0.00,0.21,0.00,0.00,-0.01,0.00,0.00,-559.80,-0.00,0.00,-0.00,-0.00,0.00,-0.00
25992.00,0.00,0.00,0.11,0.00,0.00,-20.56,0.00,0.00,-4108.46,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
26000.00,0.00,0.00,0.20,0.00,0.00,11.76,0.00,0.00,4039.70,-0.00,0.00,-0.00,-0.00,-0.00,-0.00
26009.00,0.00,0.00,0.20,0.00,0.00,-0.49,0.00,0.00,-1361.63,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26015.00,0.00,0.00,0.17,0.00,0.00,-4.56,0.00,0.00,-676.93,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26021.00,0.00,0.00,0.12,0.00,0.00,-8.91,0.00,0.00,-725.37,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26030.00,0.00,0.00,0.20,0.00,0.00,9.29,0.00,0.00,2022.35,-0.00,0.00,-0.00,0.00,0.00,-0.00
26035.00,0.00,0.00,0.25,0.00,0.00,9.61,0.00,0.00,62.75,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26042.00,0.00,0.00,0.22,0.00,0.00,-4.30,0.00,0.00,-1986.52,-0.00,0.00,-0.00,0.00,-0.00,-0.00
26059.00,0.00,0.00,0.18,0.00,0.00,-2.11,0.00,0.00,128.69,-0.00,0.00,-0.00,0.00,0.00,0.00
26076.00,0.00,0.00,0.16,0.00,0.00,-1.24,0.00,0.00,51.07,-0.00,0.00,-0.00,-0.00,-0.00,0.00
26082.00,0.00,0.00,0.22,0.00,0.00,9.79,0.00,0.00,1838.51,-0.00,0.00,-0.00,-0.00,0.00,0.00
